,Clip_Name,sentence,label_desc,use,label
978,Ses02F_script02_2_M018,It's just fish. Nothing to get traumatized about.,Neutral,train,1
979,Ses02F_script02_2_M019,Wait a minute. I've got it.,Neutral,test,1
980,Ses02F_script02_2_M022,"It was in the car, right? Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?",Neutral,train,1
981,Ses02F_script02_2_M023,You want me to go get some champagne?,Neutral,test,1
982,Ses02F_script02_2_M029,Take off our shoes?,Negative,train,0
983,Ses02F_script02_2_M031,"Well, welcome to the human race. Do you think this is what I had in mind when I proposed? That four years down the road, we'd be at the beach yelling at each other over fish?",Negative,validation,0
984,Ses02F_script02_2_M034,"No, Carla, I'm just like you. I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us",Neutral,test,1
985,Ses02F_script02_2_M035,Right.,Negative,train,0
986,Ses02F_script02_2_M036,"I know, me neither.",Negative,train,0
987,Ses02F_script02_2_M037,I'm doing the best I can.,Negative,train,0
988,Ses02F_script02_2_M038,Maybe if you were with somebody else too.,Negative,test,0
989,Ses02F_script02_2_M041,"No, I know. But still. I know I don't make you happy.",Positive,train,2
990,Ses02F_script02_2_M042,"I don't know. It seemed like a pretty good spot to me. I mean, look at the view you have of the moon from here.",Positive,train,2
991,Ses02F_script02_2_M043,"Well, look what we have here.",Positive,train,2
992,Ses02F_script02_2_M045,It's not champagne.,Positive,train,2
993,Ses02F_script02_2_M046,Shh. If we're very quiet the fish might come.,Positive,train,2
994,Ses02F_script03_1_F006,Or not.,Positive,train,2
995,Ses02F_script03_1_F007,Behave exquisitely.,Positive,test,2
996,Ses02F_script03_1_F008,"Oh, of course. I shall probably do a court curtsy.",Positive,test,2
997,Ses02F_script03_1_F009,What's so horrible is that one can't stay happy.,Positive,validation,2
998,Ses02F_script03_1_F010,It's true. The whole business is a very poor joke.,Positive,test,2
999,Ses02F_script03_1_F013,"Yes, meaning just that.",Neutral,validation,1
1000,Ses02F_script03_1_F015,"If I laugh at everything, then I must laugh at us too.",Neutral,validation,1
1001,Ses02F_script03_1_F016,"Well, shall we always want to bicker and fight?",Neutral,train,1
1002,Ses02F_script03_1_F019,"Oh, dear, shall we like that?",Positive,train,2
1003,Ses02F_script03_1_F020,"Darling, I believe you're talking nonsense.",Positive,train,2
1004,Ses02F_script03_1_F021,"Elliott, worms don't pop.",Positive,train,2
1005,Ses02F_script03_1_F022,"Oh, thank you, dear. The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",Positive,test,2
1006,Ses02F_script03_1_F023,Which particular one?,Positive,test,2
1007,Ses02F_script03_1_F024,Charles. That was his name. Charles. He did wriggle so beautifully.,Positive,validation,2
1008,Ses02F_script03_1_F025,"Yes, I know you did. You threw it out of the window into the Grand Canal. I don't think I'll ever forgive you for that.",Positive,test,2
1009,Ses02F_script03_1_F026,It went in intermittently for days.,Positive,test,2
1010,Ses02F_script03_1_F028,It burned my comb too and all the towels in the bathroom.,Positive,validation,2
1011,Ses02F_script03_1_M004,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",Neutral,test,1
1012,Ses02F_script03_1_M005,I don't care then.,Neutral,train,1
1013,Ses02F_script03_1_M010,Hello? Hello? What? Wrong number.,Neutral,train,1
1014,Ses02F_script03_1_M012,With the most perfect poise?,Neutral,train,1
1015,Ses02F_script03_1_M016,"Meaning that sacred and beautiful thing, love?",Neutral,train,1
1016,Ses02F_script03_1_M017,"You mustn't be serious, my dear one. That's just what they want.",Neutral,test,1
1017,Ses02F_script03_1_M018,Who knows.,Neutral,train,1
1018,Ses02F_script03_1_M021,"No, that desire will fade. Along with our passion.",Neutral,train,1
1019,Ses02F_script03_1_M024,Depends on how well we've played.,Neutral,train,1
1020,Ses02F_script03_1_M031,So is everyone else in the long run.,Neutral,train,1
1021,Ses02F_script03_1_M034,"I don't care what you do. See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word. As long as you love me best.",Neutral,validation,1
1022,Ses02F_script03_2_F011,I didn't hit you very hard.,Neutral,test,1
1023,Ses02F_script03_2_F012,"As a matter of fact, the real cause of that row was Peter Burden.",Neutral,train,1
1024,Ses02F_script03_2_F013,Just seems so silly to go on and on and on with such a thing.,Negative,test,0
1025,Ses02F_script03_2_F014,"Well, it's become a habit with you.",Negative,validation,0
1026,Ses02F_script03_2_F018,Don't be so stupid.,Negative,train,0
1027,Ses02F_script03_2_F020,What?,Negative,train,0
1028,Ses02F_script03_2_F025,"Oh, be quiet.",Negative,test,0
1029,Ses02F_script03_2_F029,"Adders don't snap, they sting.",Negative,train,0
1030,Ses02F_script03_2_F031,You're quite insufferable,Negative,train,0
1031,Ses02F_script03_2_F034,Shut up.,Negative,train,0
1032,Ses02F_script03_2_F035,Why?,Negative,test,0
1033,Ses02F_script03_2_F036,"Turn it on again, please.",Negative,test,0
1034,Ses02F_script03_2_F037,"Very well, if you insist on being boorish and idiotic.",Negative,train,0
1035,Ses02F_script03_2_F038,You are far too temperamental. Try to control yourself.,Negative,train,0
1036,Ses02F_script03_2_F039,Stop it. Go away. I hate you.,Negative,test,0
1037,Ses02F_script03_2_F040,"Listen? Listen, indeed. I am sick and tired of listening to you, damn sadistic bully.",Negative,train,0
1038,Ses02F_script03_2_F041,"I hate you. Stop it. Stop it. I hate you, do you hear? You're conceited and overbearing and utterly impossible.",Negative,train,0
1039,Ses02F_script03_2_F042,This is the end. Finally and forever. Do you hear me? The end.,Negative,train,0
1040,Ses02F_script03_2_F043,"Oh Yes, I am.",Negative,test,0
1041,Ses02F_script03_2_M006,I am. Let go of me. You're a cruel fiend and I hate and loathe you.,Negative,validation,0
1042,Ses02F_script03_2_M007,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it. Stop it.,Negative,test,0
1043,Ses02F_script03_2_M009,I knew nothing of the sort. You took presents from him.,Neutral,test,1
1044,Ses02F_script03_2_M013,What of it?,Negative,validation,0
1045,Ses02F_script03_2_M027,"Well, what about me?",Negative,train,0
1046,Ses02F_script03_2_M030,"Me, too. Bored stiff. You want some brandy?",Negative,train,0
1047,Ses02F_script03_2_M036,"You needn't be so grand, just because you don't happen to want any yourself at the moment.",Negative,test,0
1048,Ses02F_script03_2_M037,I'm not in the least drunk.,Negative,test,0
1049,Ses02F_script03_2_M038,"We could get a good debate going about this, don't you think? Intemperate tots.",Negative,validation,0
1050,Ses02F_script03_2_M039,I'll do no such thing.,Negative,train,0
1051,Ses02F_script03_2_M041,Turn it off. It's driving me mad.,Negative,test,0
1052,Ses02F_script03_2_M042,Turn it off.,Negative,test,0
1053,Ses02F_script03_2_M043,"Amanda, listen. listen",Negative,validation,0
1054,Ses02F_script03_2_M044,"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.",Negative,train,0
1055,Ses02F_script03_2_M045,You're not going like this.,Negative,train,0
1056,Ses02F_script03_2_M046,You're not.,Negative,train,0
1057,Ses02F_script03_2_M047,Shut up. Shut up.,Negative,test,0
1058,Ses02M_impro01_F002,I wouldn't-- I wouldn't marry--,Neutral,validation,1
1059,Ses02M_impro01_F003,I wouldn't marry you if you came in crawling on your knees,Neutral,train,1
1060,Ses02M_impro01_F005,You're a evil vampire and I hope to God I never see you again as long as I live.,Neutral,validation,1
1061,Ses02M_impro01_F006,do you have two forms of ID with you?,Neutral,validation,1
1062,Ses02M_impro01_F015,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",Neutral,train,1
1063,Ses02M_impro01_F016,I- I can take your driver's license but I need another form of ID in order to process this paper work.,Neutral,test,1
1064,Ses02M_impro01_M007,"Um, that you would need to go home and get another form of ID and come back.",Negative,train,0
1065,Ses02M_impro01_M008,"I'm sorry, sir.",Negative,train,0
1066,Ses02M_impro01_M009,there is nothing I can do.,Negative,validation,0
1067,Ses02M_impro01_M010,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",Negative,train,0
1068,Ses02M_impro01_M011,three hours and,Negative,validation,0
1069,Ses02M_impro01_M018,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,Negative,train,0
1070,Ses02M_impro01_M019,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",Negative,train,0
1071,Ses02M_impro02_F002,"I filled out the application right, didn't I?",Negative,train,0
1072,Ses02M_impro02_F003,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,Negative,validation,0
1073,Ses02M_impro02_F004,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",Negative,train,0
1074,Ses02M_impro02_F006,I don't want to be a single mom.,Negative,train,0
1075,Ses02M_impro02_F007,but,Negative,validation,0
1076,Ses02M_impro02_F009,It's dangerous; I mean how can you make sure that you'll,Negative,train,0
1077,Ses02M_impro02_F013,I hope so.,Negative,validation,0
1078,Ses02M_impro02_F014,It's going to be really rough.,Negative,test,0
1079,Ses02M_impro02_M001,"Well, just promise me that you going to be safe.",Negative,validation,0
1080,Ses02M_impro02_M008,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",Negative,train,0
1081,Ses02M_impro02_M013,I'll miss you too.,Negative,train,0
1082,Ses02M_impro02_M017,"You won't be. I'll be back; I'll be back before you know it. All right, and",Negative,train,0
1083,Ses02M_impro02_M018,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",Negative,test,0
1084,Ses02M_impro03_M010,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,Positive,validation,2
1085,Ses02M_impro03_M011,"Our baby has a dad, alright. Daddy is going to be back soon.",Positive,test,2
1086,Ses02M_impro03_M012,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",Positive,train,2
1087,Ses02M_impro03_M014,"Oh, well, it was -- you know, we were at this- at this concert and yeah",Positive,test,2
1088,Ses02M_impro03_M015,so I-I talked to some of the crew before hand and-,Positive,validation,2
1089,Ses02M_impro03_M017,I-I did.,Positive,validation,2
1090,Ses02M_impro03_M021,"I know, so",Positive,train,2
1091,Ses02M_impro03_M027,I got to freak her out.,Positive,train,2
1092,Ses02M_impro03_M028,"Yea, that way she was guaranteed that she could not say no.",Positive,train,2
1093,Ses02M_impro03_M031,"Oh yes, they - they you know they love her and so I mean...",Positive,test,2
1094,Ses02M_impro04_F000,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",Neutral,train,1
1095,Ses02M_impro04_F001,"Sure. Oh, yes.",Neutral,train,1
1096,Ses02M_impro04_F003,Hah.,Neutral,train,1
1097,Ses02M_impro04_F007,So how you feeling?,Neutral,train,1
1098,Ses02M_impro04_F008,"You've been doing a lot of work for it, right?",Neutral,train,1
1099,Ses02M_impro04_F009,"you know you shouldn't give yourself a hard time for that, it's the best you can.",Negative,train,0
1100,Ses02M_impro04_F010,You are persistence. I mean that's important. that's,Neutral,train,1
1101,Ses02M_impro04_F016,"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",Neutral,train,1
1102,Ses02M_impro04_M014,I'm sorry.,Negative,test,0
1103,Ses02M_impro04_M019,"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like",Negative,train,0
1104,Ses02M_impro04_M022,"Maybe you should take a little break from it, but I don't think you should stop.",Negative,train,0
1105,Ses02M_impro05_F003,"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",Neutral,train,1
1106,Ses02M_impro05_F005,this doesn't happen to a normal person.,Neutral,train,1
1107,Ses02M_impro05_F006,Right. Thanks for talking to me.,Neutral,test,1
1108,Ses02M_impro05_F007,"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",Neutral,train,1
1109,Ses02M_impro05_F012,"Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",Neutral,validation,1
1110,Ses02M_impro05_F013,Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,Neutral,train,1
1111,Ses02M_impro05_F014,"Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.",Neutral,train,1
1112,Ses02M_impro05_F017,"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",Neutral,train,1
1113,Ses02M_impro05_F023,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",Neutral,train,1
1114,Ses02M_impro05_F026,So we'll- what we'll do,Neutral,train,1
1115,Ses02M_impro05_M002,"We have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",Neutral,train,1
1116,Ses02M_impro05_M003,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",Neutral,validation,1
1117,Ses02M_impro05_M013,"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",Negative,train,0
1118,Ses02M_impro05_M016,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",Negative,test,0
1119,Ses02M_impro05_M018,Okay. So what-what do I have to get you know,Negative,train,0
1120,Ses02M_impro05_M025,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",Negative,train,0
1121,Ses02M_impro05_M026,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",Negative,train,0
1122,Ses02M_impro06_F003,you don't realize the stuff that I've got in that - I really need to get the suitcase okay,Negative,train,0
1123,Ses02M_impro06_F005,The a- what? Talking about a core they can't afford it? I mean-,Negative,test,0
1124,Ses02M_impro06_F006,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,Negative,train,0
1125,Ses02M_impro06_F007,"Oh, man. I'm so sorry.",Negative,train,0
1126,Ses02M_impro06_F008,Yeah.,Negative,train,0
1127,Ses02M_impro06_F009,Totally.,Negative,train,0
1128,Ses02M_impro06_F010,Yeah,Negative,train,0
1129,Ses02M_impro06_F013,"Yes. Well, at least you have a lot of good memories.",Negative,train,0
1130,Ses02M_impro06_F014,"She really cared about you, you know.",Negative,train,0
1131,Ses02M_impro06_F015,And she was,Negative,test,0
1132,Ses02M_impro06_F016,Are you going to be okay?,Negative,train,0
1133,Ses02M_impro06_F017,"It's going to be okay, I promise.",Negative,validation,0
1134,Ses02M_impro06_F018,Sure,Negative,train,0
1135,Ses02M_impro06_M000,you shouldn't be alone,Negative,test,0
1136,Ses02M_impro06_M001,Yes.,Negative,train,0
1137,Ses02M_impro06_M003,Yes.,Negative,train,0
1138,Ses02M_impro06_M004,Kathy died last night.,Negative,train,0
1139,Ses02M_impro06_M005,"yeah, I mean, you know, it was a -",Negative,train,0
1140,Ses02M_impro06_M008,"I mean at least she was home, she wasn't in the hospital anymore,",Negative,train,0
1141,Ses02M_impro06_M012,"She was with- yeah She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",Negative,train,0
1142,Ses02M_impro06_M014,"Yes. I mean, it's not as rough on me as it is on him but",Negative,train,0
1143,Ses02M_impro06_M017,"It's just that- I don't know, it's sort it's sort- of a weird thing you know",Negative,validation,0
1144,Ses02M_impro06_M018,so loving everybody you know.,Negative,train,0
1145,Ses02M_impro06_M019,We were all going take a trip to Europe you know.,Negative,validation,0
1146,Ses02M_impro06_M020,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",Negative,train,0
1147,Ses02M_impro06_M022,Then she's gone.,Negative,train,0
1148,Ses02M_impro06_M023,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",Negative,train,0
1149,Ses02M_impro07_F014,to talk to somebody but,Positive,test,2
1150,Ses02M_impro07_F015,Ah.,Positive,validation,2
1151,Ses02M_impro07_F016,Thank you.,Positive,train,2
1152,Ses02M_impro07_F017,No but that's an awesome school. That's so cool.,Positive,train,2
1153,Ses02M_impro07_F018,"Oh, totally totally.",Positive,train,2
1154,Ses02M_impro07_F019,you get to like be a part of that.,Positive,test,2
1155,Ses02M_impro07_F020,"Like you get to be a part of that. Like the, like the- Like a cult.",Positive,train,2
1156,Ses02M_impro07_F021,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",Positive,validation,2
1157,Ses02M_impro07_F024,So you know what you are going to do there?,Positive,train,2
1158,Ses02M_impro07_F028,"Okay. They have a lot of good schools, right?",Positive,train,2
1159,Ses02M_impro07_F029,"Yes, it's intimate.",Positive,validation,2
1160,Ses02M_impro07_M009,I will do the best I can.,Positive,train,2
1161,Ses02M_impro07_M010,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",Positive,test,2
1162,Ses02M_impro07_M011,So Congratulations. That's awesome.,Positive,test,2
1163,Ses02M_impro07_M023,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,Positive,train,2
1164,Ses02M_impro07_M024,and everything like but,Positive,test,2
1165,Ses02M_impro07_M025,"it was good, yeah. I mean-",Positive,train,2
1166,Ses02M_impro07_M026,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",Positive,validation,2
1167,Ses02M_impro07_M030,"I-I don't know. Kind of a broad,",Positive,train,2
1168,Ses02M_impro08_F006,"yeah, I mean a lot-a lot of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",Neutral,test,1
1169,Ses02M_impro08_F008,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",Neutral,validation,1
1170,Ses02M_impro08_F019,"Oh, alright.",Neutral,test,1
1171,Ses02M_impro08_F023,"Sorry. Okay. Um-, yes",Positive,train,2
1172,Ses02M_impro08_F024,"Uh, I don't know where it came from and it's actually quite large, and I don't have the money for it so",Positive,train,2
1173,Ses02M_impro08_F025,I did buy one thing on ebay I don't know that might-,Neutral,validation,1
1174,Ses02M_impro08_F028,Great.,Positive,train,2
1175,Ses02M_impro08_F030,Yeah.,Positive,validation,2
1176,Ses02M_impro08_M003,"Right, right.",Neutral,train,1
1177,Ses02M_impro08_M009,Well thank you so much. You've been very helpful. I really appreciate it.,Neutral,train,1
1178,Ses02M_impro08_M011,Thank you very much bye.,Neutral,validation,1
1179,Ses02M_impro08_M012,"I- I'll give you a little hint, next time if it asks if you're on a rotary phone you know, just stay on the line instead of - instead of hitting one or two to say if you're like on a touch tone",Neutral,validation,1
1180,Ses02M_impro08_M014,"All right. Well, you know that's, that's what we have all of our protection plans for and everything like that so I mean it's",Neutral,train,1
1181,Ses02M_impro08_M019,"Yes, we'll get- we'll get rid of it right now. I mean just we're going to have to have you, um, submit something you know, we're going to have to have you mail something in for us, okay.",Neutral,validation,1
1182,Ses02M_impro08_M020,"So- So you can um find that application. You have the Internet, you can go to our website.",Neutral,train,1
1183,Ses02M_impro08_M021,"We could mail it to you as well, but-",Neutral,train,1
1184,Ses02M_impro08_M027,"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave-",Neutral,train,1
1185,Ses02M_impro08_M029,"Uh-ha, I mean usually sites are pretty well protected but sometimes I mean information gets out, so",Neutral,train,1
1186,Ses02M_impro08_M030,so it is a little a little hard in that situation if you want -- you know you can -um- we can- we can issue another credit card.,Neutral,train,1
1187,Ses02M_script01_1_F023,And you know just I mean be careful in the future if um,Neutral,train,1
1188,Ses02M_script01_1_F025,"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",Neutral,test,1
1189,Ses02M_script01_1_F026,you know it gets- it gets difficult you know so Alright.,Negative,validation,0
1190,Ses02M_script01_1_F027,You're a considerate fellow. There's nothing wrong with that.,Negative,test,0
1191,Ses02M_script01_1_F032,How do you know she'll marry you? Maybe she feels the same way your father does.,Negative,train,0
1192,Ses02M_script01_1_F033,"Trouble is you don't see enough women, you never did.",Negative,train,0
1193,Ses02M_script01_1_F034,I just don't see why it has to be Annie.,Negative,validation,0
1194,Ses02M_script01_1_F035,What the hell is this?,Negative,train,0
1195,Ses02M_script01_1_F036,"What the hell is this, are you crazy?",Negative,validation,0
1196,Ses02M_script01_1_F037,What about the business? What is this?,Negative,test,0
1197,Ses02M_script01_1_F041,Must you be inspired?,Negative,test,0
1198,Ses02M_script01_1_M003,"Tell me, you'd leave the business?",Negative,validation,0
1199,Ses02M_script01_1_M004,"Well, you don't want to think like that.",Negative,validation,0
1200,Ses02M_script01_1_M005,"Yea, I can see that.",Negative,train,0
1201,Ses02M_script01_1_M012,I don't know. When it cracked he ran into the house and cried in the kitchen.,Negative,validation,0
1202,Ses02M_script01_1_M013,No. I figured it was best to leave him alone.,Negative,train,0
1203,Ses02M_script01_1_M018,I could hear him right through the floor in my room.,Neutral,validation,1
1204,Ses02M_script01_1_M021,We've got to say it to him.,Negative,train,0
1205,Ses02M_script01_1_M024,"For God sakes it's been three years, nobody comes back after three years, that's insane.",Negative,validation,0
1206,Ses02M_script01_1_M025,I'm going to ask her to marry me.,Negative,validation,0
1207,Ses02M_script01_1_M028,See it isn't just my business-,Negative,train,0
1208,Ses02M_script01_1_M035,"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",Negative,test,0
1209,Ses02M_script01_1_M036,To hell with that.,Negative,train,0
1210,Ses02M_script01_1_M037,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",Negative,train,0
1211,Ses02M_script01_1_M038,"If I can't do that here well, then I'll have to get out.",Negative,train,0
1212,Ses02M_script01_1_M039,"I'll get out. I'll get married and go live some place else, maybe New York.",Negative,train,0
1213,Ses02M_script01_1_M041,"I've been a good son too long a good sucker, I'm through with it.",Negative,train,0
1214,Ses02M_script01_2_F000,The business? The business doesn't inspire me.,Negative,train,0
1215,Ses02M_script01_2_F001,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.",Negative,validation,0
1216,Ses02M_script01_2_F002,"Yes, on this I would.",Negative,train,0
1217,Ses02M_script01_2_F003,Why did he invite her here?,Negative,train,0
1218,Ses02M_script01_2_F005,She's been in New York three and half years why all of a sudden-,Negative,test,0
1219,Ses02M_script01_2_F006,Nobody comes seven hundred miles just to see.,Negative,train,0
1220,Ses02M_script01_2_F010,He's not going to marry her.,Negative,train,0
1221,Ses02M_script01_2_F013,What's going on here Joe?,Negative,validation,0
1222,Ses02M_script01_2_M004,-She's not his girl Joe; she knows she's not.,Neutral,test,1
1223,Ses02M_script01_2_M016,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",Negative,train,0
1224,Ses02M_script01_2_M017,I need you to believe with me; I can't stand all alone.,Negative,train,0
1225,Ses02M_script01_3_F001,How do you know he's even thinking of it?,Positive,train,2
1226,Ses02M_script01_3_F002,"What does that mean, me above all?",Positive,train,2
1227,Ses02M_script01_3_F003,Look at you -- look at you shaking.,Positive,train,2
1228,Ses02M_script01_3_F007,It's all right. It's a good thing.,Positive,validation,2
1229,Ses02M_script01_3_F009,"You know, it's lovely here, the air is sweet.",Positive,validation,2
1230,Ses02M_script01_3_F012,"No, not sorry. But, um. But I'm not gonna stay.",Positive,train,2
1231,Ses02M_script01_3_F013,"I knew they would, your mother anyway.",Positive,test,2
1232,Ses02M_script01_3_F019,I guess this is why I came.,Negative,test,0
1233,Ses02M_script01_3_F021,"Well, you started to write me",Negative,test,0
1234,Ses02M_script01_3_F025,Every day since.,Negative,train,0
1235,Ses02M_script01_3_F026,"Well, what's wrong? I mean, even in your letters there was some--something ashamed.",Negative,train,0
1236,Ses02M_script01_3_F027,It wouldn't work this way.,Negative,train,0
1237,Ses02M_script01_3_F028,Do you still feel that way?,Positive,train,2
1238,Ses02M_script01_3_M000,"'Cause you mustn't feel that way. Because you have a right to everything you have, Chris. Everything, you understand that? Me too.",Positive,train,2
1239,Ses02M_script01_3_M021,"I mean, and your money, there's- there's nothing wrong with your money. I mean, your father put hundreds of planes in the air. A man should be paid for that.",Negative,test,0
1240,Ses02M_script01_3_M022,What'll I do with a fortune?,Negative,train,0
1241,Ses02M_script01_3_M025,"I know, it went out of style, didn't it?",Negative,train,0
1242,Ses02M_script01_3_M026,No. Nothing like that.,Negative,train,0
1243,Ses02M_script01_3_M027,"Yeah, I suppose I have been. But it's going from me.",Negative,train,0
1244,Ses02M_script01_3_M028,"Well, I lost them.",Negative,train,0
1245,Ses02M_script01_3_M029,Just about all.,Negative,test,0
1246,Ses02M_script01_3_M030,It takes some time for a guy to toss that off. 'Cause they weren't just men.,Negative,test,0
1247,Ses02M_script01_3_M031,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks. I put them in pocket. It's only a little thing, but those are the kind of guys I had.",Negative,train,0
1248,Ses02M_script01_3_M033,"They didn't die, they killed themselves for each other. I mean that exactly. I mean, a little more selfish and they'd have been here today.",Negative,train,0
1249,Ses02M_script02_1_F001,"I got this idea watching 'em go down. Everything was being destroyed, see, but it seemed that one new thing was made. A sort of responsibility. Man for man. You know what I mean?",Neutral,train,1
1250,Ses02M_script02_1_F006,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",Neutral,test,1
1251,Ses02M_script02_1_F016,"And I felt what you said, ashamed somehow 'cause nobody had changed at all. It seemed to make suckers out of a lot of guys. I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",Negative,validation,0
1252,Ses02M_script02_1_F018,What flashlight?,Negative,train,0
1253,Ses02M_script02_1_F020,I'm cold.,Neutral,train,1
1254,Ses02M_script02_2_F005,I'm just not.,Negative,train,0
1255,Ses02M_script02_2_F006,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",Negative,train,0
1256,Ses02M_script02_2_F011,That's the wind.,Negative,train,0
1257,Ses02M_script02_2_F013,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,Negative,validation,0
1258,Ses02M_script02_2_F015,We just have different ideas of what this evening is supposed to look like.,Negative,train,0
1259,Ses02M_script02_2_F016,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,Negative,train,0
1260,Ses02M_script02_2_F017,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",Negative,train,0
1261,Ses02M_script02_2_F018,Do you remember the first time we came to see it? It was about four years ago right after we got married.,Negative,train,0
1262,Ses02M_script02_2_F019,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",Negative,test,0
1263,Ses02M_script02_2_F020,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,Negative,train,0
1264,Ses02M_script02_2_F021,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",Negative,validation,0
1265,Ses02M_script02_2_F022,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",Negative,validation,0
1266,Ses02M_script02_2_F031,I'd rather not remember some things. I would rather not hope for some things.,Negative,train,0
1267,Ses02M_script02_2_F034,No.,Negative,test,0
1268,Ses02M_script02_2_F037,No.,Positive,test,2
1269,Ses02M_script02_2_F038,"Well, but this isn't anything like I thought anything would be like.",Negative,train,0
1270,Ses02M_script02_2_F042,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",Positive,train,2
1271,Ses02M_script02_2_F044,Don't be ridiculous. I mean don't you know that?,Negative,test,0
